colm1;colm2
2.68025;8.28906
3.92438;-7.76749
-6.48475;5.83336
-1.13542;8.66093
6.30943;-6.00326
-8.71142;0.76165
7.18527;-4.99179
-1.88941;8.50408
8.73695;-0.58159
7.89682;-3.72633
4.65241;7.318
-4.15635;-7.70475
7.78295;-3.85391
4.43938;7.52836
-8.37941;2.49872
7.06439;5.15957
2.79196;8.2814
-2.72956;-8.29148
-5.93896;-6.3867
-4.64984;-7.37083
3.24091;-8.09224
-3.46943;-8.05764
8.73529;-0.38476
-5.85695;6.4892
-4.97355;7.19632
-6.89763;-5.39309
-8.73715;-0.75696
-3.71469;7.84588
-0.5944;8.683
-1.90039;-8.58842
-8.6398;1.17433
-0.76674;8.6584
5.18871;-7.08021
-6.72869;-5.59097
2.90227;-8.19511
0.36781;-8.75847
7.1844;4.98755
-8.73142;-0.86013
5.2017;-7.03355
-3.99139;-7.73174
7.14399;5.07733
6.27826;-6.02992
1.28948;8.6954
6.227;6.15734
8.12348;3.11175
1.07226;-8.63676
7.77293;-3.91638
5.37937;6.9232
5.79302;6.55812
-8.53619;2.11899
6.3344;5.97642
7.024;-5.2125
-8.6366;1.38808
-7.46823;-4.56882
7.45399;-4.47198
1.16115;-8.72395
5.70465;-6.65847
6.35512;-6.00134
3.02737;8.19363
-4.3404;7.61867
8.38248;-2.46255
-5.71392;-6.70465
6.77504;5.56885
1.41563;8.65497
-3.77278;7.89141
0.79521;8.66001
-4.95565;-7.23677
8.73052;0.78726
-2.7616;8.25285
-8.77192;-0.72545
2.90482;-8.29901
2.17681;8.52037
6.0848;-6.33381
4.34349;7.62861
4.15741;-7.70167
3.31609;-8.12638
-5.24589;-7.04828
-6.79914;-5.59071
7.64191;-4.2642
-7.85744;3.95759
-8.38548;-2.53486
4.38954;7.61952
2.81206;-8.33875
6.57226;5.79734
-8.44979;-2.3054
-8.72145;0.23523
5.40001;-6.93004
-7.60234;4.27988
-8.72485;0.82212
3.4136;-8.08998
2.38952;8.46802
6.16553;6.27651
-8.36242;2.84664
-8.78343;-0.73774
-2.93545;-8.28873
-0.88494;8.68899
1.61694;8.65973
4.20461;7.66926
7.34397;4.84327
-0.90017;-8.75452
-5.66014;-6.65516
8.6394;1.60053
-1.0736;-8.74764
8.20444;-3.23498
0.9345;8.74965
-3.01647;8.20945
-6.80629;-5.60325
6.3877;5.94959
-5.00189;7.2506
0.09156;8.72135
2.03056;-8.56198
-2.58819;-8.40341
6.79994;5.50404
-4.54293;7.48685
-7.92801;3.85251
-7.97667;3.82558
-5.59152;-6.79858
4.15509;7.75903
5.20043;-7.06157
-8.03143;3.68444
-3.85199;7.93055
4.71792;-7.35278
2.08467;8.5173
8.19112;3.23217
-0.20582;-8.80436
-8.59701;1.85194
-8.29639;3.00591
-2.59007;-8.37075
-8.83385;-0.35178
-2.9768;8.21428
-1.27392;-8.70929
1.43593;8.69292
-4.22235;7.68817
7.2734;-4.97119
6.26706;-6.11825
3.51107;-8.00435
5.56238;-6.79138
-8.37097;-2.6168
0.59119;8.80753
8.17452;3.10949
2.95155;8.22138
8.51433;2.37534
-2.94103;8.28684
-8.06953;3.3862
-7.86027;4.02888
-5.51209;6.81289
-4.15198;7.75468
8.60185;-1.90566
-6.78983;-5.66365
-3.77408;-7.96749
-1.86507;-8.58684
-8.6368;1.97139
-2.8592;-8.2798
-3.33394;-8.17607
3.18391;-8.15608
7.57469;-4.3631
5.70254;6.71927
-7.83613;-4.0475
-5.2488;-7.10944
-8.63553;-1.92554
-8.61246;1.98574
0.6809;-8.72914
-8.07674;3.65564
-1.29959;-8.74583
4.49584;7.50669
-7.55445;4.60682
4.45183;-7.59967
7.06178;-5.27774
8.58702;-2.08902
7.62238;4.40667
4.85648;-7.38653
7.55351;4.56496
6.93396;5.33088
-7.59627;-4.48247
-6.46254;-6.0808
-8.78077;-1.1332
-6.7267;-5.74856
7.848;-3.87507
-6.84649;-5.64105
-7.68799;4.41192
8.1411;-3.24944
-7.80888;-4.1557
-8.11597;-3.59575
1.62064;-8.60949
-8.81847;-0.08965
6.90747;-5.51321
8.32232;2.85735
-3.50535;-8.0861
6.64465;5.722
-2.00861;8.58746
0.94115;-8.78327
1.77807;8.68315
8.78615;0.92275
6.43662;-5.97404
8.69;1.34574
1.83496;-8.63338
-7.11723;5.23417
-8.47695;-2.60573
-4.72716;7.46056
-0.26045;-8.78999
8.6919;1.41212
2.61736;8.47615
8.77261;-1.08021
-4.03345;-7.85629
6.7157;-5.72048
-0.92819;8.81583
-3.56193;8.05732
-0.9403;-8.78931
-7.84509;4.10127
-6.44713;6.04203
0.00402;8.76924
2.76624;8.41717
8.21807;-3.26972
8.38976;2.75261
-1.25128;8.74522
5.42689;6.99925
-5.64027;-6.881
-3.42194;8.18259
8.21696;-3.0669
0.66859;8.81234
4.06056;7.87623
0.49657;-8.81355
5.17149;-7.19495
-8.51693;-2.52632
-1.70565;-8.64955
-7.72975;4.19953
2.11039;-8.63433
-0.25903;8.87251
8.8027;-0.94439
0.62868;8.81299
8.79087;1.0078
8.4176;2.78929
-8.23279;-3.40956
1.49904;8.65406
-8.28055;3.12889
8.82322;-0.83749
5.57563;-6.79332
7.40275;-4.72667
8.6657;-1.40194
7.74687;4.3085
7.3232;-4.90765
4.8577;-7.40827
1.00672;-8.83803
-4.91572;7.38902
8.67801;-1.88023
-0.11425;-8.85942
6.74518;-5.72858
7.91661;-3.96794
8.57567;2.27387
-6.71451;5.77816
-5.65373;6.83381
-7.99934;3.86319
1.24668;8.80147
0.61571;-8.79382
-8.89485;-0.48285
-7.41941;-4.91674
8.48328;-2.51573
-4.18009;7.82114
-8.81433;0.47459
7.24412;5.1652
4.34624;-7.708
-5.59052;6.94092
-7.62321;-4.5885
8.00993;-3.76615
6.3631;6.14241
-0.88261;8.80466
1.28387;-8.78225
5.62194;-6.88278
-5.52629;-6.91635
8.72602;-1.19259
5.31374;-7.08697
-8.75176;-1.26063
8.72796;1.17154
4.34058;7.69029
-8.87907;-0.46609
6.28996;-6.23314
-5.26114;7.1257
1.32925;8.78188
5.7641;-6.75407
8.28095;-3.15067
-8.4208;-2.91695
-8.78883;0.97267
1.97333;8.6395
-1.10724;-8.74446
-7.59835;-4.6356
4.90707;7.40802
6.76138;5.6563
-0.74747;-8.86243
-5.49013;-7.02521
8.78766;1.37558
8.75764;1.6285
-7.52123;-4.63552
-6.71466;5.83917
8.00015;-3.87867
8.59648;-2.26291
3.23148;8.21507
7.14884;5.15356
1.16569;-8.81356
-7.90332;4.11254
8.85727;0.42259
-3.20444;8.23675
1.92013;-8.66679
-1.94266;8.66108
1.8653;8.70031
-8.44457;2.67445
0.42232;-8.87905
-5.86099;6.71803
-0.62381;8.87461
8.64366;2.07467
7.89243;-4.00579
-0.27226;8.91208
-2.07468;8.69488
-8.89332;-0.63036
-5.12009;-7.28139
-2.70891;-8.49248
6.76789;-5.65517
2.9959;8.37545
7.9638;-3.86503
-8.73012;1.61132
8.59431;2.15993
-8.44724;2.70576
-8.76984;1.37339
-6.15443;-6.41704
5.37729;7.05963
8.72111;1.73532
8.65737;1.78104
-7.63668;4.48437
-8.11429;-3.57979
6.49366;6.07486
-5.97023;-6.62653
5.21176;7.12624
-2.54388;-8.49933
4.00082;7.9584
0.73414;-8.91015
6.49995;-6.10633
1.17526;8.8407
-3.60732;-8.08875
-6.59953;-6.01559
0.46629;8.83833
1.50789;-8.80826
-8.14072;-3.73363
-2.0714;8.60877
3.97778;-7.96101
6.10237;6.47789
5.22464;7.15935
-4.63616;7.63118
-8.09391;3.76548
-0.4759;-8.88142
8.63837;-2.21195
8.6833;-1.84464
2.98037;-8.35966
8.52645;-2.28672
7.5471;4.61975
7.4645;4.92295
7.38905;4.84628
-7.22734;-5.1879
5.32144;-7.04912
-6.88368;-5.62041
6.59702;-5.89294
7.74718;-4.27382
-7.33958;5.09862
3.17679;8.34422
-6.59625;-6.02707
5.91965;-6.6793
-5.37569;-7.14227
-8.28018;3.31624
2.33693;8.62365
-5.97792;6.67192
6.97616;5.46954
3.56136;-8.1704
2.42636;8.52672
5.30419;7.15964
7.00769;-5.42336
1.24887;-8.8671
-8.40816;2.96984
0.7265;-8.90318
-5.71701;-6.84512
-2.10781;8.6948
0.7866;-8.9026
-8.89206;0.18093
-3.96513;8.04205
-8.26112;-3.46628
-4.44422;7.78167
-5.32197;-7.11171
8.70895;1.99104
0.68334;-8.89233
7.83813;4.27223
-1.06257;8.8835
-2.11108;-8.69142
-8.90039;0.54675
7.89488;4.10908
-8.71348;-2.01973
-6.91644;-5.59953
-7.68776;4.64619
8.76224;-1.55185
-0.89081;-8.90119
7.90156;4.1534
-5.5176;-7.037
-1.8334;8.78454
4.7584;-7.55454
2.77332;-8.45952
-7.72668;4.36593
-8.07841;3.92146
-4.41567;-7.75378
-8.82838;-1.59303
-2.16308;-8.65954
8.89737;-0.92691
-2.74959;-8.52147
-3.10556;-8.36251
0.65858;-8.86853
-8.42011;2.98022
8.90208;0.88363
-5.3371;-7.1931
-8.93055;-0.2861
8.03199;3.97947
8.25607;-3.50046
2.37903;8.6162
8.87791;1.14165
7.21395;-5.224
6.87926;-5.73583
-5.99671;-6.56848
0.65546;8.92
8.97178;0.06863
6.61061;5.93786
6.2386;6.32855
-1.87649;-8.72542
8.33558;3.22604
7.60013;-4.75821
-7.94342;4.03507
-8.91272;-1.0397
8.90971;0.941
8.2036;-3.39434
-8.88806;1.19754
-1.884;-8.76864
5.99517;-6.55183
7.64889;4.64488
3.05846;-8.43863
8.00876;-4.05246
-6.23657;6.44471
-8.72618;2.05919
5.83672;6.77563
-0.2939;-8.93383
1.41474;8.83519
-3.87343;-8.07196
-8.1103;-3.68439
0.5042;-8.92321
-6.1437;6.44927
2.81422;8.50572
8.92462;0.83638
7.06796;-5.47672
-9.00566;-0.50493
-8.94639;0.82048
-5.48949;7.14982
7.11559;5.4932
-8.90841;-0.82441
0.82701;8.93367
5.44627;-7.12997
8.85525;1.03642
-1.88203;8.69674
8.51237;-2.79263
6.78086;-5.81081
-6.76598;-5.95326
7.2295;5.32398
0.17207;8.93366
3.95658;8.05677
6.1764;-6.49796
-6.41449;6.26139
-2.37658;8.64104
-7.25261;-5.27797
-8.22952;3.63883
7.59276;4.78493
8.56813;2.39673
8.84683;1.25455
-3.62427;-8.23143
6.93417;5.5972
-4.96166;-7.50035
-3.43761;8.25735
-2.18507;8.67121
7.92143;-4.27645
-6.24234;-6.44436
-6.79684;-5.92716
4.08248;7.95298
-8.78761;-1.8111
8.87409;1.05851
8.70478;2.08076
-7.92193;-4.30085
1.55787;8.88022
7.87176;4.21537
3.14515;8.35454
3.54981;-8.27857
8.63355;2.43888
-6.55441;6.12816
-5.27991;-7.27399
-8.9412;0.34192
-7.28115;5.32406
2.70295;-8.49417
-7.68666;-4.68209
-8.72882;1.93381
-1.79089;8.81213
-8.81592;-1.56485
-5.21096;-7.2767
7.15206;-5.50103
-3.47273;8.30278
-2.9843;8.4783
7.42905;-5.05403
7.67789;-4.60175
2.69424;-8.572
8.75092;-2.08191
0.33271;-9.00537
-8.35163;-3.38129
0.3652;-8.98777
2.56137;-8.61814
-1.52577;-8.88686
0.36645;9.02298
-5.93641;6.7236
-1.2227;-8.92442
8.29738;-3.50419
4.66695;-7.66773
8.6075;2.54819
3.4503;-8.26274
-8.06866;-4.03478
4.29705;-7.89175
8.92028;-0.77328
-6.6628;-6.04889
-7.68683;4.73017
2.83798;-8.55647
6.0961;-6.57349
-5.49666;7.1644
8.94251;0.47884
8.94336;0.88345
-4.83656;-7.65377
8.19459;-3.71846
-8.89228;1.53067
7.20294;5.28492
5.1008;-7.33218
2.39758;-8.68311
-1.75335;8.80432
-1.74399;8.84283
2.96495;8.50705
-8.10394;3.81578
8.78256;2.01268
-6.74518;-5.95915
-5.58974;7.00064
4.64612;7.68612
-6.70023;-5.99832
5.60205;7.07171
2.30861;8.71836
5.43082;7.20151
5.26095;-7.28071
7.75938;-4.5138
-7.79492;-4.60597
6.21504;-6.4238
8.45539;-2.89152
-5.84927;6.85836
4.50015;-7.8452
2.36877;8.72879
0.12282;-9.02631
-9.04067;0.33671
-5.69578;-6.94743
8.65079;-2.37692
6.6918;6.02827
-8.83014;-1.54029
5.96696;6.76426
3.08033;8.49392
-5.20109;-7.4338
6.23923;6.42471
1.94066;8.74459
-5.67901;-7.03777
-6.68694;6.05526
-8.51043;3.09381
-8.06991;-4.16008
-5.48415;7.1507
8.5693;-2.56493
1.48721;-8.82938
4.10224;-8.05223
0.94085;-8.97934
-8.95253;1.34449
-5.11116;-7.47385
8.25824;3.67262
0.7925;-9.01588
-2.68757;8.63548
3.2082;8.4675
-2.50185;8.67213
-3.22401;-8.40901
7.04706;5.65082
5.57614;-7.11072
6.92603;-5.78597
8.68501;-2.53241
6.70501;-6.04104
-7.81314;-4.64204
7.0892;5.47905
7.36017;-5.28222
-8.99503;-0.95321
8.8533;1.76506
-4.93234;7.60317
-7.81874;4.55546
6.68011;-6.10832
-8.82182;2.08834
-8.74747;2.23185
-5.09948;7.48937
6.6961;6.07925
5.50446;7.11251
-8.73437;-2.17021
3.25647;8.41377
-5.62087;-7.10136
-8.86224;-1.78127
-4.62149;7.80395
2.79228;-8.63744
8.67532;-2.28257
8.95966;1.32567
-8.82394;-1.98877
7.21429;-5.37015
1.12912;8.98446
-0.68951;9.02965
4.17557;8.00705
8.08493;3.97241
-0.99052;8.97812
8.84781;1.70003
-5.94029;-6.8828
7.18038;-5.54142
-9.04016;-0.8212
0.75724;-9.01661
-4.5221;7.83447
-8.99396;0.30858
8.97762;-1.32752
-5.51495;7.08752
-5.88907;-6.83754
-0.60848;8.97066
8.51475;2.87328
-2.00998;8.8471
-3.44819;8.36258
3.46255;8.34806
-5.19674;7.47839
-2.70781;8.668
5.98905;6.73835
7.66684;-4.81594
-5.73323;-6.98575
6.873;5.88012
9.00088;0.83309
-5.1769;7.35638
-1.1693;8.9813
-4.48428;7.89335
-6.54332;-6.25774
8.43313;3.18623
-9.07609;-0.26468
-9.02445;-0.29483
8.96427;-0.914
4.85181;7.64839
9.03047;0.53013
6.57139;6.2761
8.48623;3.14065
-4.11778;8.10208
9.04542;-0.567
-4.81003;-7.69052
-5.61916;-7.11964
-0.38183;-8.99736
-8.4524;-3.11563
-4.4349;-7.85888
9.04559;0.44367
7.13364;5.63251
-4.53342;7.84759
-0.49527;9.06111
7.98129;-4.2707
-7.93868;-4.33706
-1.32112;8.99314
8.96807;-1.43365
-1.22156;9.0074
-3.70754;8.2734
-4.84617;-7.67341
-8.03754;4.17801
-9.04876;-0.50225
7.33182;-5.35739
-6.7936;-5.93674
4.24884;-7.98267
-8.56233;-3.08718
1.66789;8.95285
-0.47521;-9.07165
0.02311;-9.01618
-8.79797;1.96783
-8.07162;-4.20248
8.10166;-3.99952
8.3822;3.5483
3.86954;8.17161
5.8752;6.89343
8.8172;2.00775
-6.62361;-6.15981
-7.28661;-5.47969
4.70334;-7.75624
-6.27683;-6.60118
2.78403;8.66181
-1.68228;-8.92128
-2.52145;-8.7232
-5.32275;-7.30471
3.18199;-8.50806
4.09623;-8.04147
-8.8123;2.35178
-5.08905;-7.50672
-5.81469;6.98808
-9.07178;-0.85492
-8.95411;-1.72401
8.17613;-3.96175
7.24248;-5.49056
-0.92715;-9.0064
-9.09379;-0.79827
0.98508;8.99533
8.95701;1.65392
5.24985;7.42427
2.85924;8.643
8.87272;-1.94239
-8.34176;3.52953
-0.7595;-9.07983
5.5625;-7.13598
-7.77689;-4.65596
-8.38684;-3.62827
-6.6672;6.15439
8.51499;3.14596
-9.0696;0.14364
-0.18152;9.09751
9.09098;-0.44062
8.9015;-1.75788
7.12184;-5.66707
8.86872;-1.92615
-4.96573;7.62224
-8.52983;-3.23044
-8.96716;1.13966
-2.75313;8.6497
8.2694;3.88266
2.78468;-8.62553
-4.32481;8.04358
-0.34629;-9.04472
2.88922;-8.59862
-3.0794;8.57597
-6.83562;6.05082
-4.42747;7.98082
3.9029;8.24377
-5.64478;-7.14576
4.68233;7.78568
5.0033;7.61422
-8.72421;2.68915
7.18926;-5.46953
-9.07955;-0.10553
8.60243;3.01876
-5.46588;7.28395
-8.9107;-2.10598
8.98252;-1.58647
3.34747;8.48688
8.96259;1.54813
-3.70955;-8.35649
1.58876;-8.97628
-5.0675;-7.57372
4.91756;7.57996
5.3145;-7.35489
5.37982;7.37096
-5.57577;-7.2767
-9.14272;-0.3628
-2.82635;8.62458
-1.35687;9.02913
-8.37135;3.59651
-7.35724;-5.39992
-2.37271;8.79049
5.27046;7.43741
-6.48227;-6.39645
6.7008;-6.1696
6.90442;5.95804
3.7653;8.32103
5.75635;-7.02569
1.93051;8.91132
8.78905;-2.36193
-9.00628;1.5623
-8.37711;3.56524
-6.81506;-6.10081
3.14661;8.52041
6.89497;-5.97785
2.66627;-8.70642
5.91035;-6.97329
-7.41858;5.34481
-6.61292;6.29086
-8.48359;3.37734
-7.70148;4.89824
-0.86061;-9.0237
7.88173;4.6351
-7.26534;-5.58904
-7.38362;5.40818
8.29268;3.88876
4.76346;7.80233
-8.43758;-3.3634
-5.17356;-7.54224
7.67636;-4.9407
-6.60357;6.33682
-9.07962;1.15999
-3.30302;-8.50663
8.88333;-2.21332
-9.11399;0.80185
-1.84713;8.94769
-6.38298;-6.60345
5.26042;-7.45513
6.54425;-6.35486
-4.61196;-7.95027
-8.19665;-3.91451
-8.70709;2.8675
3.37433;8.5295
3.25697;8.49626
0.30346;-9.14612
8.67442;-2.70398
-2.31922;-8.85202
-3.56367;-8.45883
-9.06312;-0.69767
7.36876;5.34041
5.64612;7.1474
-4.08914;-8.18647
8.25613;-3.89963
-4.16665;-8.08895
-8.53011;3.42385
-5.57496;-7.27302
7.74432;-4.8709
-9.15093;0.40148
-5.31942;7.46461
8.47417;-3.29374
-0.57918;-9.08811
-4.25835;-8.1009
8.0992;-4.08597
6.51596;6.37481
-8.79753;2.54845
-9.09792;0.52354
0.26105;9.14474
-2.06572;8.92869
8.57928;3.26415
7.51418;5.22601
-4.03723;8.23102
-0.2673;9.17099
0.84898;9.06048
8.24484;3.94097
8.54236;-3.20398
8.98904;-1.36041
-9.17149;-0.3844
7.71857;4.93937
7.80684;-4.70092
-8.32204;3.80266
-7.71517;4.98465
-9.15201;-0.16314
7.96947;-4.56212
-2.35783;-8.90036
-7.23609;5.61774
-1.35154;-9.077
-4.26346;-8.06003
-1.05275;-9.11554
0.70193;9.12285
2.7332;-8.75871
-3.57302;8.47325
-0.67522;-9.17643
8.34999;-3.77868
8.08859;-4.24455
-9.01992;-1.73083
7.07014;-5.79997
0.21924;9.12628
0.62693;9.18211
8.18507;3.97309
6.90979;5.91697
8.44737;-3.58536
4.74869;-7.84241
6.09481;-6.86315
4.56963;7.90224
6.73915;6.20972
8.3002;3.90318
0.72856;9.15308
-4.0017;8.22321
-7.27546;5.62697
-4.67664;-7.91711
6.76016;-6.12124
-9.04239;-1.38069
1.40479;-9.0803
-8.54113;3.3451
7.65952;5.00834
7.82672;4.64517
-3.40884;8.5052
9.15877;0.30822
7.36733;-5.45831
-5.50564;7.3598
4.23543;8.16931
6.75547;6.19621
7.03418;-5.91559
-0.247;-9.15554
2.42059;8.84694
-9.19702;-0.55409
9.13792;0.86423
-9.06601;-1.46684
6.00953;-6.93612
7.26794;5.64604
-7.84154;-4.83236
4.3931;8.00684
6.29286;-6.7199
-9.09782;0.6523
-2.45367;-8.87615
-5.78274;7.14126
6.08655;6.89086
8.80533;-2.49995
8.12568;4.28597
-8.70404;-2.99615
9.10565;-0.03372
-3.4785;-8.54133
-8.99852;-1.99041
-1.86243;-8.96246
-8.89604;-2.06821
-3.71094;-8.44564
-9.17072;0.88437
-8.69381;-2.86596
6.45568;-6.46933
9.0594;1.54475
-8.19706;-4.21059
-2.34889;8.90167
1.89919;-8.98771
-3.59719;8.51417
-7.46266;-5.41158
-7.2123;-5.78744
-1.77623;9.03423
5.19512;7.55473
-4.18546;8.24569
9.00384;1.88913
-1.18323;-9.14438
-1.74601;8.96403
-2.76172;-8.77458
-6.27702;-6.70284
-6.63514;6.35211
6.60631;-6.35811
-5.41522;7.44778
2.63747;8.79958
9.19478;-0.32892
-6.9679;-6.06592
-8.19794;-4.24432
9.18444;0.36828
-7.88578;4.84179
-2.76114;8.75476
-8.47268;3.63787
8.53687;3.40947
5.30901;-7.54151
2.49629;-8.82165
6.56836;-6.438
-4.97054;-7.76639
1.9346;-9.01655
-7.81246;-4.80444
-3.99934;-8.2249
-5.58102;7.23927
-2.16701;-8.9403
-9.15206;-1.20043
7.47134;-5.31919
9.00739;-1.96215
-8.77917;-2.94061
9.07947;-1.60634
3.77681;-8.36248
-7.05508;-5.83935
-5.11104;-7.60773
8.31306;3.999
-7.53762;-5.32804
-3.81721;-8.41213
8.94865;-2.13189
-8.44879;3.77976
-7.84097;-4.88255
8.84793;2.5098
-7.22347;-5.7735
2.38103;8.83435
-2.99981;-8.73304
3.6935;8.40603
8.83083;2.55749
-7.97862;-4.7033
-0.19448;9.15042
5.86752;-7.11528
0.46309;-9.19264
8.82955;-2.73545
3.97027;-8.31395
-1.25636;9.07259
0.39131;9.2353
1.94957;-8.98474
-0.13017;-9.25001
-4.12245;-8.26304
8.32808;-3.82189
5.59842;-7.22723
-4.05988;8.30161
7.31971;-5.61534
4.69099;-7.86675
-0.76969;-9.1712
-7.01544;5.91999
-1.94896;-8.99784
7.67394;-5.14452
-4.3802;8.14286
-3.13756;-8.70053
9.00153;-1.89689
0.46223;9.26685
6.06206;-6.95201
5.25514;-7.63487
8.85965;2.39902
8.56772;3.3244
-8.62124;-3.35556
6.72507;-6.23934
1.40785;-9.13553
-8.63943;-3.23971
-8.50154;-3.69439
-9.22463;0.01638
1.48237;-9.11989
5.94497;7.05978
8.16009;4.27759
9.23376;-0.0384
-4.48331;8.08386
-3.50688;-8.54462
-9.14974;1.0292
-8.78877;-2.70528
-7.49267;5.40031
3.52738;8.595
-6.89301;-6.194
8.85871;2.43245
-8.52471;3.62032
-0.64848;9.21633
5.95887;6.96225
-6.43441;6.69987
-3.28443;-8.62415
8.76179;2.67722
-8.31034;-4.09074
-0.86861;9.16907
-1.24865;-9.1244
8.80033;2.58352
4.13357;8.2464
-8.77376;2.91616
-9.14544;1.06013
-5.14313;7.68327
8.35039;-3.90477
-8.63297;3.3251
-3.71075;-8.48825
7.27633;5.62279
7.99252;-4.63487
7.00104;6.11316
1.7791;-9.10179
-1.70103;9.07527
-7.42239;5.43183
5.2938;7.64249
-1.67363;-9.10179
6.39384;-6.74394
9.08269;1.78623
5.3072;7.63474
-3.45672;8.6061
-1.46639;9.12931
2.241;8.98979
9.10044;-1.40956
-3.30506;-8.67514
-9.14026;-1.81734
5.10744;-7.71992
-9.04683;-2.11804
8.42749;3.78255
5.3401;-7.48936
5.62031;-7.3694
8.86869;-2.61976
9.21633;1.07657
-2.48252;-8.93173
-9.13425;-1.80481
7.07377;-5.99897
6.95903;6.02279
6.34916;-6.68097
-6.56635;-6.57898
-9.19466;0.97822
-5.05037;7.78398
9.27011;0.26144
-4.49441;8.05307
0.3495;-9.21322
7.74488;4.98604
-6.46602;-6.65265
2.67054;8.89788
-1.10019;-9.25322
-9.24068;-0.95657
3.19963;-8.61421
7.67394;-5.20795
-2.38453;8.95915
4.09193;-8.27285
-1.29923;9.16937
4.82459;-7.92989
-0.83771;-9.19592
9.26451;-0.71247
-8.98225;2.42247
-5.28238;-7.59196
-8.88905;2.44943
-5.93423;-7.11014
-1.651;9.05953
3.00628;8.78583
-1.71546;9.16381
7.609;5.20178
4.33075;-8.15776
-9.24563;-0.83566
1.94873;-9.05224
7.73085;5.19184
5.82643;-7.16733
7.84455;4.94013
5.10395;7.76342
1.66629;9.13065
7.49755;5.4862
-9.23934;0.25611
3.97103;-8.39575
-7.92875;-4.83229
9.25117;-0.75197
-6.37349;-6.70274
1.88217;-9.10678
6.82339;6.31797
-5.72877;-7.35019
3.18571;-8.71919
0.1817;9.23518
7.98904;4.76693
6.02071;-6.96499
-9.2937;-0.75159
-1.81308;9.10335
7.73561;-4.98937
4.68893;8.01883
-3.82989;8.46824
-0.02745;9.31633
7.85365;4.87014
5.17178;-7.72107
8.65661;3.27235
-3.4734;8.59991
7.57842;5.38728
-6.70413;-6.44438
8.76751;3.06778
8.90396;-2.60015
-8.57717;-3.59739
2.37114;8.95986
-0.27434;-9.28228
4.60677;8.03244
-9.29872;-0.21673
-7.35792;5.69968
8.00694;4.71591
-4.35033;8.27412
-5.51777;7.42072
5.71886;-7.32212
-9.11363;1.96332
6.33486;-6.72484
-5.75085;-7.31683
6.88716;6.25324
9.05643;-2.12733
9.08053;-1.99298
1.24857;9.22028
7.61343;5.28841
6.82808;6.24758
3.69398;8.48364
-8.53999;-3.553
0.56441;9.2865
-1.4463;9.18666
-8.36469;3.92332
-8.92316;-2.45908
-0.03131;-9.3273
7.82587;-5.06278
9.29374;0.55778
-2.24403;9.02032
9.20949;1.05641
6.15821;6.973
9.20303;1.40958
-8.81992;-3.01945
6.40648;-6.72776
3.65955;8.54841
-5.35558;7.62706
8.10728;4.60862
-6.18012;6.97551
3.48276;-8.64736
9.34562;0.01449
-8.38534;-4.06295
-8.90272;-2.61185
6.46925;6.68666
-8.35244;4.01278
8.70613;3.30085
2.09154;9.07661
2.70655;8.91784
-8.87879;2.65256
9.00923;-2.35905
-0.92548;9.20829
-0.67868;9.34975
7.53955;5.47305
-5.39652;7.5994
-9.1684;1.56181
-1.08754;9.27752
-0.63322;9.23669
9.28507;0.87991
-5.26095;-7.65675
-9.07684;-2.23038
9.18256;1.20228
-9.30076;0.72957
-2.0553;9.05405
7.8922;4.97526
9.29842;-1.04909
-9.06711;2.37728
6.78864;-6.37956
0.98693;-9.28066
-8.19781;4.34196
-8.78227;-3.26806
-1.31977;9.25786
-5.01001;-7.85334
2.70315;8.93986
5.59649;-7.45919
-1.43008;-9.23906
5.37526;-7.62739
-9.27575;0.21757
6.92179;-6.25384
-9.23968;1.11364
-4.41998;8.21131
9.14302;-2.05293
5.74959;-7.29288
8.90956;-2.78871
-0.64661;-9.25905
-9.17612;1.78054
0.38319;9.35339
8.23843;4.40498
7.98782;4.84428
-8.97985;2.46951
-3.58536;-8.6493
8.50973;-3.79724
-4.43673;8.25292
-4.18335;-8.32964
-2.42305;9.01012
-3.47638;-8.62676
8.69471;3.365
8.07075;-4.69276
8.83517;-3.02799
8.00709;4.84867
-8.33938;-4.27636
6.22373;7.01415
-2.79085;-8.93395
2.93144;-8.90575
0.91331;-9.27984
-9.10911;-2.14977
-8.78061;-3.35665
6.76144;6.4876
7.42266;-5.70592
-8.53841;3.86226
-2.5695;9.02225
5.52935;-7.50962
-8.71887;3.37282
7.93931;-4.93483
5.49882;7.61283
5.04965;7.85152
3.15185;-8.85209
4.31325;8.31786
-1.45367;-9.26885
8.6827;-3.50068
9.25827;0.97641
4.64441;8.14789
-7.3988;5.64168
-4.3784;-8.29569
-9.22419;-1.71722
3.48959;-8.72025
2.80451;8.84857
8.88545;-2.86233
-7.96517;-4.94007
8.62713;3.41141
4.08003;8.34582
7.57834;-5.4978
4.75634;8.11115
7.54627;-5.45449
-8.02795;4.7637
8.70054;3.38363
2.40412;-8.99439
7.81062;-5.04098
4.15192;8.39587
-7.83042;-5.17758
5.69792;-7.46968
5.77063;7.36947
3.36064;-8.71283
6.39442;-6.83995
-1.5788;9.23572
-7.99483;4.77493
8.79614;-3.19511
1.59135;-9.1804
-8.13607;-4.65878
5.88435;7.24349
-2.19919;-9.09031
-7.49884;-5.69915
-8.98983;-2.69108
8.94989;-2.80417
-4.81383;-8.05434
9.14737;-2.04429
-4.52861;8.21014
-2.25978;-9.03813
6.29925;6.88046
6.54994;6.74717
-7.49735;-5.65343
