colm1;colm2
4.84461;-1.27276
-0.85238;5.05184
-3.92034;3.75395
5.16283;0.38381
4.71417;2.17667
5.10823;-0.51965
5.14325;0.34698
3.39216;-4.2454
-4.30843;3.26872
-4.70763;2.75007
5.15055;-1.15548
2.11342;-4.479
-1.4039;4.93646
0.85015;5.13663
-0.29017;5.11865
-2.09567;4.58251
-5.3421;0.92564
-4.95221;0.50884
4.73763;-2.40163
-3.15245;3.95058
4.73622;-1.92381
0.06877;5.15393
-0.10222;5.19084
-0.75488;5.18121
4.20881;-2.74431
-3.84379;3.74207
5.2293;-0.78209
-1.91394;4.84053
-4.86172;2.35676
-1.54223;5.08447
-0.20749;-4.98701
4.08062;-2.85103
-3.34504;3.81173
1.7051;-5.10475
-5.40495;0.45754
-1.09096;-5.05415
3.72356;-3.90482
-0.43834;-5.05842
-5.05555;-1.53176
-2.65058;4.52525
4.91729;-1.8284
4.75013;-1.989
5.22474;-1.05085
-2.87422;4.18867
-0.24418;-5.31324
1.60301;-4.75935
-4.86543;1.25906
4.94144;2.00087
-3.00209;4.4994
2.41071;-4.79419
1.69848;-5.17684
-2.46574;4.77282
4.44581;-2.80947
4.13753;-3.00146
-5.41179;0.35101
-5.08722;-1.19012
-2.28919;4.71353
-4.98745;-0.10501
-0.18267;-5.03583
-3.30434;4.10124
-0.48182;-5.31444
-0.65353;-4.9978
-3.11812;4.16445
-3.58123;3.95788
-5.04762;0.16162
5.31594;-0.23232
-4.92329;1.06063
2.82902;-4.53889
-0.29654;-5.0289
0.82544;-5.3344
3.26284;-4.37474
5.01137;-1.04286
-5.15108;-1.07914
-3.47986;3.6193
1.49187;-5.15638
-4.61601;2.08172
-5.28412;-0.50729
-1.18714;5.17258
2.58506;-4.27657
-5.39309;0.58274
-4.76633;2.61074
-2.79689;4.22427
1.03157;-4.95354
-5.45216;0.16298
3.09772;-3.96824
-2.45119;4.5339
-3.34843;4.01858
-5.09153;-0.89056
1.84704;-4.56372
-5.17813;1.37138
4.56462;-2.45582
-5.2284;1.2627
-1.02864;-4.9664
-4.99728;-1.26647
-2.46142;4.42393
-4.26351;3.21582
2.27894;-4.52755
4.60454;-2.74527
5.17317;0.74024
-5.12414;-1.08384
-5.21186;-0.63006
-4.45713;2.51322
-1.04279;-5.29274
4.08292;-3.23072
5.03973;-1.82409
2.41616;4.53248
4.63998;-2.48336
3.58639;-3.78844
-4.47105;2.83905
4.79968;-1.69436
-5.25828;-0.58342
-0.68179;-5.14858
4.75882;-2.06965
-0.81879;5.1628
-3.90949;3.59049
-3.31205;4.28441
-3.49551;4.08052
-5.29405;0.49515
-0.98798;5.06958
-5.27328;-0.28424
-3.91666;3.49345
1.49158;-4.83326
1.90135;-4.71535
-0.26939;-5.27045
-0.46091;-5.22677
-4.83688;2.22694
-5.28103;0.57211
-5.24961;-0.70347
3.30129;-4.10298
5.00054;-0.85597
-5.18817;-0.74291
2.60002;-4.36357
3.63532;-3.5967
1.99148;-5.06284
0.88477;-4.87132
-3.73089;3.5799
-3.53079;3.96568
5.04719;-1.78934
-0.53656;-5.10713
0.82151;-5.0438
-1.16617;5.03507
3.07482;-4.19014
-4.97045;-0.72158
3.18514;-3.82952
5.13115;-0.53707
4.42039;-2.33049
1.73011;-4.98272
-4.92685;-1.42107
-5.21045;-0.10957
-4.52693;2.64799
-4.9723;0.75118
2.80593;-4.45879
0.88415;-5.19753
-4.87611;1.99435
-4.8584;1.66199
-3.63687;3.74834
-3.84392;3.7185
-4.93625;0.86863
0.39526;-5.22266
3.55139;-4.13855
-3.02479;4.10653
-5.15983;-0.20656
-5.08652;-1.20758
-5.15846;0.14582
-5.23297;-0.07681
1.0135;-5.1734
3.38797;-3.96521
-3.74827;3.70367
-4.94821;1.36898
0.70559;-5.19916
1.23136;-4.84994
2.48659;-4.71189
-4.98956;-1.22769
0.54677;-5.15215
5.06227;0.82878
-3.08787;4.4196
-4.63887;2.44644
-4.27717;3.04193
-4.98794;-1.57851
2.97272;-4.25573
-4.75552;1.88235
-1.37033;5.03645
3.47667;-3.87866
-4.6864;2.77065
-1.45699;5.01483
0.91336;-5.34582
-4.48056;2.58561
-3.79946;3.34252
4.37395;-3.18381
-0.32224;-5.00629
-1.08839;4.98196
3.10848;-4.41308
0.56754;-5.35865
-2.80273;4.19767
-5.11456;1.40988
4.79419;-2.00624
-5.06857;-0.227
5.0907;-0.14508
-5.0129;-1.31751
-1.36817;5.07062
-0.91981;5.10837
4.67482;-2.01486
3.73242;-3.8363
0.89057;-5.13768
-5.26921;-0.64045
-4.65011;1.79235
-5.16153;-0.5067
-5.11157;-0.02493
0.80683;-5.15941
4.24419;-3.30915
-5.29125;0.94299
-5.28069;-0.24565
4.42259;-2.94287
-2.44283;4.7029
3.62071;-3.62218
0.57073;5.0852
2.97261;-4.22177
-4.49842;2.71443
-2.02929;4.88082
1.40182;-4.97499
1.38271;-5.09458
-5.206;0.1544
-4.7996;1.91929
2.29065;-4.64788
1.69717;-5.17618
-4.93796;1.34484
-3.857;3.48054
-1.95654;4.98034
-0.71072;-5.32349
2.99353;-4.5239
-5.07683;-0.38753
-5.15983;-0.7112
-3.45229;3.90962
1.03696;-5.09586
2.2551;-4.62978
-2.94385;4.32818
3.57148;-3.75463
-5.09318;1.02516
-4.78841;2.04382
1.50461;-4.99841
-4.75911;1.91001
-4.96347;1.40926
-4.85244;1.15944
1.82142;-4.94681
1.14241;-5.04757
0.79968;5.13277
-0.0306;-5.17676
-5.03857;1.27805
-4.88384;1.7331
1.81661;-5.05391
-5.2002;0.36882
4.97502;-1.19882
-5.19295;0.475
0.27074;-5.08895
2.31247;-4.66247
5.11991;-0.17168
-4.20642;3.28839
-4.54089;2.66675
-4.99673;0.21049
4.8528;-2.25762
0.21984;-5.22558
2.07532;-4.97072
3.84224;-3.59971
-4.78171;2.26888
5.0145;-1.06814
-5.22476;-0.1457
-4.82298;-1.74661
4.1553;-2.85684
-2.13391;4.85666
-4.50439;2.5087
-4.96073;2.00507
3.67698;-3.38564
-3.8925;3.51166
1.50248;-4.89566
5.18094;-0.16029
-0.46047;-5.20832
5.26249;-0.17868
4.41703;-3.0097
3.25041;-4.13756
-0.15866;5.29043
5.12135;-0.10308
2.57339;-4.27265
-4.98325;-0.56439
4.24976;-2.66315
0.30247;5.16748
-4.91216;2.01189
-4.85797;1.72427
-4.8682;1.71234
2.43505;-4.56917
-0.76158;5.08795
5.17825;0.88306
1.79353;-4.91224
-4.17952;3.00211
-4.87445;1.86205
1.99035;-4.83618
1.07124;-5.06013
-5.10722;-1.51924
-4.92358;1.58006
1.32412;-4.99479
-5.02535;1.80677
-0.00205;-5.14719
0.59787;-5.25124
-3.92191;3.13091
-0.56328;-5.21369
0.47363;5.26782
-3.37655;4.25375
-0.8274;-5.1246
-4.08025;3.20554
1.77479;-4.84469
2.09859;-4.776
-0.49265;5.25789
0.84265;-5.14842
-0.89925;5.05228
5.19745;-0.63624
-5.45433;-0.02847
-5.052;-0.22113
-4.78506;1.52024
0.46342;-5.1667
-4.92744;-1.45505
-5.20103;0.84007
4.37401;-2.88258
3.47935;-4.15157
-4.57143;2.46786
1.87205;-5.00107
-2.61788;4.54015
-4.90205;1.58959
0.55877;5.1799
2.16021;-4.6423
5.04397;1.17492
-2.98697;4.00778
5.14205;0.98474
2.96727;-4.47233
1.15117;-5.01627
5.1295;0.21313
-4.91133;-1.1408
-4.54433;2.3771
-4.73244;2.62334
0.05857;5.2296
-3.75454;3.4642
-4.64203;2.1779
-4.53705;2.64226
-4.66342;2.14015
-3.57065;3.89156
-5.03736;2.08395
1.55454;-5.0353
-5.09705;-0.97261
-4.76106;1.70461
-4.01379;3.32235
1.07185;-5.01888
-4.8708;1.45546
4.17174;-2.94194
-1.45402;-5.01853
1.74365;-5.1794
4.19416;-2.92417
-2.74795;4.23276
-4.38389;2.88488
-5.09363;0.13877
-5.07026;1.53964
5.07043;-1.36722
-5.19465;-0.13123
-4.25938;2.89013
-4.12966;3.08005
-0.2356;-5.06539
0.80938;-5.25568
-5.25577;0.42126
-3.51425;3.90608
-4.90307;-1.39459
-2.20119;4.76764
0.57254;5.18309
3.11831;-4.0761
-5.40359;0.89655
-5.0665;1.55075
4.10009;-3.14261
3.0796;-4.23904
-2.65142;4.66207
-1.90675;4.80834
2.10729;-4.64932
-5.16951;-1.21717
-2.65828;4.48859
-5.03635;0.52515
-5.02142;0.54588
-3.037;4.26464
-5.05998;-1.25859
5.24285;-0.85103
5.14882;-0.81237
3.50028;-3.58196
4.14292;-3.06359
2.67501;-4.59824
-1.1486;4.9652
3.22253;-4.14798
-0.14086;-5.03878
-4.2714;3.05885
1.47788;-4.84055
-5.33448;-0.90688
-5.29214;0.35918
0.17498;-5.3089
-3.74247;3.59248
-4.9875;-0.31314
-5.11169;-0.22631
3.63531;-3.75608
-5.28062;-0.07826
-5.28783;0.63936
3.84207;-3.21946
-0.44442;-4.99257
1.93342;-5.02948
5.05908;0.63382
4.26607;-2.64006
-4.21856;3.32776
2.18452;-4.84349
-4.63047;1.9079
0.34407;5.20998
0.57087;-4.92197
1.8111;-4.6501
-0.33667;-5.29428
-1.19571;5.05035
-1.13709;-4.96782
-0.1649;-5.38853
-4.87449;1.41337
0.13081;-5.38053
3.40131;-3.80542
-3.71118;3.73726
-0.34711;5.17046
-0.57283;5.14821
5.246;-1.04275
0.70331;-5.29159
-2.27483;4.56228
-0.47382;-5.18261
4.09583;-3.16388
4.50138;-2.27989
-0.48712;5.22454
2.71518;-4.60073
-3.42596;3.6949
-1.69417;4.80457
3.19393;-4.23859
-4.82312;-1.63377
-3.20916;4.0704
3.59196;-3.91983
-5.03144;-0.87466
-0.85206;5.01137
-4.86729;-1.558
-0.63749;-5.15435
-0.14938;-5.06992
3.62647;-3.90056
-3.13644;4.12968
4.2387;-3.11201
4.46183;-3.02093
-1.57;-4.92733
-4.25063;2.66718
-4.87777;1.07422
-3.65937;3.5749
-0.13304;-5.37785
-5.36191;-0.10012
5.1998;0.73208
4.74735;-2.53666
4.57048;-2.27247
-2.75743;4.56523
4.87216;-2.03467
-4.96112;2.25291
4.28026;-2.80393
-3.27637;3.88471
-2.61628;4.5003
-1.89839;4.85977
-2.74957;4.30087
2.81077;-4.12508
-4.93689;0.93112
-4.97232;0.68847
1.83127;-4.64621
3.50093;-4.13741
-5.33813;0.70476
3.01881;-4.02812
2.67788;-4.27286
-5.11172;1.78985
-3.24184;4.27481
-5.39999;0.64782
3.01976;-4.00979
-5.18712;1.63358
-2.14065;4.66867
-3.91198;3.18177
2.66185;-4.70676
5.08525;0.64375
-5.358;0.83496
-0.86347;5.06304
0.92954;5.2003
1.56485;-4.75616
1.74709;-5.15096
-5.17442;-1.21803
-3.25242;3.88472
-1.77465;4.87927
-2.62117;4.37044
-1.38375;5.08337
4.9645;-1.08914
5.19486;-0.37464
4.01332;-3.63168
-0.89743;-4.99425
-5.3677;-0.56928
-1.1286;5.18025
-0.42995;-5.42582
-4.96075;-0.82546
5.16583;-0.72931
-1.91968;4.93351
-4.99894;-0.26854
3.36025;-3.69852
4.24579;-3.38296
-1.46834;5.06872
-5.31294;1.15013
3.08701;-3.92982
-1.34454;4.9532
4.37104;-2.47063
-1.21601;-4.89934
3.06208;-3.95268
5.23436;-0.25439
-4.85157;1.09068
-1.20758;4.92962
5.32335;-0.2433
4.94878;-2.08939
0.38226;-5.44898
0.09274;5.14877
4.94943;-2.13709
4.34174;-3.23395
-4.92475;-3.76907
0.13395;-6.09715
-4.67574;-4.28226
5.83889;-2.8751
2.88999;-5.62336
-6.01321;2.96513
2.29681;6.06088
0.68491;-6.19333
-1.23582;-6.17758
2.6462;-5.80892
-2.649;-6.03717
6.61046;-0.06113
5.62946;3.14261
6.60185;-0.55694
6.22415;-2.27742
6.59695;-0.89953
-1.71848;-5.98971
-0.53794;-6.28115
-1.31389;-6.42261
-5.06194;4.79224
6.08302;2.23827
6.47211;1.40816
4.36624;4.38103
-3.21182;-5.61246
6.41748;-1.07145
4.98398;-4.4982
2.53788;-6.05958
6.49315;1.17564
-3.80802;5.84349
6.06403;2.21495
3.08163;-5.77639
-4.65803;-4.37321
6.03018;2.39369
3.78766;-5.54844
4.97831;-4.21738
-0.50934;-6.32449
-0.44812;6.44656
0.27675;-6.51844
3.7461;-5.68117
-1.9924;-5.95006
4.42311;4.36524
4.96794;4.12034
6.01367;-2.78996
-6.06652;2.36542
3.73576;-5.6798
-3.16;-5.50934
-6.0212;-2.58096
5.8731;-3.02657
-6.37499;0.33414
1.9297;6.08906
-1.86244;-6.14672
6.01636;-2.50779
-5.92234;-2.32931
3.59891;5.30853
-0.33759;6.79143
1.7277;6.16719
-0.17911;6.49587
3.75669;5.10981
0.16081;-6.33389
-6.13674;-1.33402
-1.93801;6.21577
2.50679;5.97969
-6.37257;1.57962
1.22811;6.32639
4.68171;4.11352
5.99178;-3.34649
-4.04961;-5.18989
-1.8287;-6.2553
-3.61476;5.74563
3.7155;5.07793
-5.98375;-2.04951
-6.0544;2.51016
-3.02617;6.21475
5.54801;-4.12933
4.03095;4.71367
6.48989;-0.82667
-1.83564;6.58961
-5.82595;-2.88847
0.52539;6.69853
-1.30563;6.58739
-0.0567;-6.56468
6.4101;-0.22588
-2.98344;-5.83454
2.89318;-5.90285
-5.81707;-2.70833
0.50225;6.49178
-5.03729;4.67778
-3.4661;5.75472
3.50793;-5.67806
5.98937;-2.87796
1.69321;-6.2703
-0.60776;6.48796
-2.42057;6.4305
-5.77993;2.97664
-1.10241;-6.14032
-3.43301;-5.28308
-6.34756;2.07611
5.88465;2.64977
-5.45124;4.17175
6.45649;0.48378
5.74048;-3.20423
6.70674;0.5207
-6.53865;-0.2236
-6.32848;-1.81682
-5.81105;-2.84276
-3.06194;-5.64609
-2.31952;-6.08346
-1.07787;6.42413
4.30129;4.47307
-6.18278;-1.27495
-6.40216;-0.0505
0.93591;6.43252
-5.00779;-4.10678
-4.41655;-4.58397
-6.56749;0.41155
-1.43908;6.47614
-4.50248;-4.63454
4.93143;-4.32878
-5.2276;-3.63914
4.57579;-5.04714
4.17756;4.96447
3.39377;-5.77318
2.81002;5.84058
-3.8177;5.7756
1.843;6.2781
5.86719;2.4745
1.59729;6.21941
1.75662;-6.36479
4.87156;4.37183
1.91553;6.23438
3.31375;-5.97503
6.64787;-0.122
5.98616;-3.43758
-4.50265;-4.48883
-4.57025;-4.61064
-6.52367;1.20267
1.0666;-6.46894
6.67935;0.84952
4.1402;4.69429
-6.32008;-1.41692
-5.7983;3.77419
-6.48894;0.02387
-6.34005;-1.35538
6.70786;-1.2809
2.88022;5.74103
-6.35327;1.59207
6.34279;2.10088
-6.18602;-2.03469
-5.769;3.40563
-4.76096;-4.46433
1.77024;6.21118
-2.5152;-5.75775
-1.47417;-6.29946
-6.36184;-0.78712
-3.53677;-5.24861
5.2621;-4.57048
-1.50813;-6.15799
4.6526;-4.81905
-4.53481;-4.70415
-1.27285;6.42739
5.02474;-4.30343
5.72999;-3.90363
-5.06095;4.56277
2.10444;6.03463
4.06087;-5.67107
6.31077;-1.81068
-2.1679;-6.18789
3.65733;5.4279
-5.69574;3.64267
-1.16885;-6.19049
-3.34912;-5.57615
5.25726;3.66843
-5.80271;3.44146
-2.23155;-6.20951
-0.1787;-6.42314
6.87665;-0.9511
-2.10053;-6.13728
-5.20945;-4.01398
-6.56684;0.29724
-6.53165;0.5165
-2.46083;-5.91231
-6.41218;0.00343
1.81199;-6.48074
-5.37706;-3.67681
-6.679;-0.10626
-6.00364;-2.78398
4.78697;4.51198
-0.24237;6.50164
-6.59158;-0.95677
5.09702;-4.32485
6.51154;0.24385
5.85219;-3.76465
-6.3795;-0.90345
-1.30508;-6.16674
6.61849;1.06386
-3.98093;5.25768
6.85469;0.44925
6.26825;-3.08158
-6.81373;0.13397
6.55567;-0.7655
-1.29123;-6.31038
-3.90194;5.52403
-2.35217;-5.96469
3.58848;-5.64552
3.21137;-5.74139
-1.15478;-6.28822
-6.43292;0.91269
-5.72975;-3.18155
-3.72672;5.91084
-1.70705;-6.12138
-6.56629;-0.97715
6.79298;-1.21633
-6.70699;0.29745
-4.79802;-3.98703
-0.64045;6.74641
-6.18659;2.50235
-2.94292;6.22519
-1.86218;-6.07787
-1.71537;-6.35068
5.68651;-3.40764
-6.41849;1.78889
0.92061;6.65025
4.71009;4.15805
-4.64296;-4.29379
-1.7088;6.58884
-0.56488;-6.5535
-3.28749;-5.68992
-5.1356;-3.6366
6.82176;-0.67183
3.54025;5.36752
2.69105;-5.95662
-5.73798;-2.59993
3.41612;5.28921
-6.59876;-0.5376
0.00714;6.53648
-1.02241;-6.29714
3.42481;-6.00808
-6.46541;-0.03983
-6.22386;-1.80692
-0.23127;-6.6477
-4.51187;4.86611
-4.73839;-4.11905
4.44795;4.43942
0.18985;6.82279
-2.99915;5.87839
-5.87835;-2.96
0.93783;6.46282
-2.59268;-5.9468
0.15264;-6.71142
6.66464;-2.30606
4.48446;-5.23222
-5.27631;4.08015
-5.25913;-3.40503
-2.82454;-5.63124
0.842;-6.61567
-4.44348;-4.4513
4.41843;-5.15719
7.72675;0.97573
5.1448;-3.34366
-6.51561;-0.47164
-7.43809;-2.67096
6.60841;-2.22829
5.32872;-4.35736
-5.96578;-2.33185
7.48661;-1.66638
3.20888;6.6306
1.50854;-6.84816
2.63329;5.87209
-3.33554;6.1291
7.28622;-1.27202
6.23213;-2.85639
6.14322;3.08649
1.75847;6.22422
4.43721;4.96259
7.21312;0.93461
-6.28551;3.15937
-6.41691;3.32718
-4.24125;6.22725
-0.18395;6.30915
-5.18144;3.86112
6.66742;-1.62727
1.71804;6.23244
6.56086;-1.24782
-5.97067;4.21797
-6.55853;-0.24463
-1.51235;-6.02555
4.49208;-5.08109
-5.0981;4.13602
2.97329;7.2144
1.40565;6.20575
1.14193;-7.13018
1.01003;-7.30337
-6.43466;-0.73049
-2.10885;-6.00646
-1.22462;6.19013
-4.50828;5.02488
-0.86513;6.55112
5.32918;-3.334
-6.24704;-1.41626
0.29797;6.32227
-6.0467;1.56208
-6.79212;-1.50156
1.83238;7.04006
4.24595;5.18092
-2.5356;-5.69908
-5.02137;-6.12821
-6.67926;1.34813
-4.99664;5.30741
-5.59884;-2.85442
0.89798;-6.91968
-6.41652;-1.9255
3.57986;5.56628
-7.14421;-1.74265
5.53997;-4.74454
5.7577;-3.16818
-5.95017;-3.13601
-6.16961;3.78693
-5.56814;-3.34621
6.68168;-0.57601
-6.22541;3.59827
-3.64476;5.74685
0.55785;-6.15441
-5.74361;-2.26483
1.67596;6.3315
-1.45802;6.14171
6.71301;-1.42727
-5.60614;-3.83198
7.04933;-2.71466
6.43766;0.87615
1.52144;-6.46112
-2.5;-6.34503
4.5547;4.86622
-3.55872;-5.58617
1.14148;-6.49873
-1.04012;6.61394
4.14097;-5.70639
4.70204;-5.09453
1.04798;7.31322
6.17789;3.20093
-5.33249;-5.1599
-6.29576;2.24394
-1.39396;-6.4466
-4.44701;5.11181
6.8245;-0.39845
-6.12885;3.34842
5.11035;4.11924
0.24032;-6.75306
7.27495;-0.5345
-2.34045;-7.43529
6.28619;-2.45967
6.18381;0.92295
6.52007;0.6401
-6.41956;0.59994
-5.84603;3.88772
-3.52679;6.63702
-6.27814;0.74982
4.41393;-5.9473
-4.15236;5.69951
-1.54375;-6.99985
4.46501;6.26175
-4.19257;5.91888
-4.30371;5.52822
-6.61777;-1.00942
6.56854;1.43494
5.68303;3.48589
7.26032;2.28274
-4.91216;4.78392
-3.1443;-5.96394
-4.58176;4.32549
2.40635;-6.62187
-1.07381;-6.97373
-7.51312;0.55766
-5.49123;-4.04705
-0.32402;-6.98131
-1.46785;-6.45282
6.48139;0.97432
0.43102;-7.09609
-6.63268;2.45807
-4.71208;-5.61723
-2.36862;-6.99553
6.42717;-0.30477
-4.66673;4.31786
6.48495;3.98724
2.03081;-5.89435
6.00046;2.60124
-3.90292;5.56424
-4.77732;-4.84744
1.11263;7.1013
-4.74356;5.18851
-0.62913;7.29432
5.8569;3.13281
-3.20977;-5.89211
-0.97081;-7.10001
-4.88317;-4.48383
6.51933;0.49119
7.23594;-0.50398
-4.32295;5.57889
-5.06277;-4.67209
-3.19106;-5.84097
-0.32669;-6.53331
-5.2833;-4.27802
-7.41207;-0.28261
2.81805;6.65338
-6.01626;-2.74454
-0.02132;-6.35062
-5.07556;-4.78992
-0.87093;6.63965
-6.02456;-2.40253
4.93498;-4.69442
-6.70089;-1.65016
5.56152;-4.17104
6.11727;-2.94958
1.48147;-6.13855
5.56031;-4.34054
-7.41166;1.19011
0.15786;-6.52187
-6.20073;-1.1979
1.91751;6.87027
4.19753;-5.72228
5.46581;-4.1048
2.19786;-6.04794
-6.29697;2.70358
3.99068;5.3593
1.91719;-6.52252
-3.38465;-5.80711
-1.2486;-6.53975
-5.92819;2.54773
-6.36191;-1.92544
-0.02891;6.36417
3.17233;-6.70025
1.65538;6.97441
6.42454;1.40601
3.89789;5.55837
5.4334;-4.29582
-5.7228;-3.09996
-6.75749;0.86676
-6.36305;-1.01493
-0.73949;6.872
7.41605;1.05891
-1.62518;6.11156
2.24136;6.97971
4.89227;4.67585
-6.29358;1.73202
3.57188;-6.32873
5.75989;3.03151
6.1808;-3.65628
-5.72091;3.43573
-5.71683;3.92722
-6.43184;-0.78582
-6.8006;-2.74806
-1.88121;6.7777
4.03872;5.60506
5.06505;4.55671
-3.35604;-6.34682
-1.22926;7.41662
-2.73401;-6.98465
-3.74317;-6.00009
-5.16502;4.44257
-5.89419;-3.50574
-3.59282;-5.54281
0.74142;7.2446
4.96393;-4.38561
1.27385;6.84779
0.0052;-7.0906
6.34167;1.739
-5.44911;3.44461
6.3698;1.85908
-2.15555;-6.29905
6.41169;-0.49456
1.57462;-6.27446
6.51788;2.42425
1.34353;-6.41935
5.99412;4.62217
-4.93085;-5.83784
-0.56845;-6.58606
-7.20215;0.26418
-6.29382;1.91729
0.95126;6.57699
-6.61603;1.23837
-7.24916;1.23263
-2.94862;6.21384
2.13759;6.56643
6.42199;0.34681
1.78372;6.8231
6.58385;-2.60264
-2.57067;6.40525
-0.47092;6.92092
-0.08524;-7.06075
-2.24038;6.81713
-4.13186;5.50113
-7.03368;-2.43753
-1.18739;7.15266
3.00243;-6.04634
5.54097;-3.15855
-6.12217;3.6922
0.80231;-6.62346
6.30478;2.09934
-6.58046;0.86996
7.10326;0.69432
4.29396;-5.46304
-1.5667;-7.20653
7.34947;1.00642
2.48315;7.19183
6.4542;-1.44076
-6.32567;-2.15968
6.34348;3.37235
-5.89207;-4.34946
4.81044;4.85151
0.26887;6.73875
-5.86297;3.76238
5.12101;-4.7831
1.98541;-6.35073
2.15062;-6.81968
-4.20639;5.59158
7.27909;1.23577
-3.45287;5.48002
0.66505;7.49781
-6.27181;-2.26512
6.35465;-2.87965
7.05639;2.18576
6.95278;1.2616
4.07706;-5.39978
-5.53103;-4.60246
6.90542;2.59141
5.4152;4.73442
-4.43416;5.27609
2.20866;-6.43776
-6.69284;-2.48575
-0.3888;-7.43132
6.48029;1.37239
5.48485;-3.55858
-6.58601;-0.69029
-5.37935;4.49654
6.04172;3.29909
6.77677;1.63579
5.57709;3.9189
-6.90426;-2.29384
3.30534;-6.40849
-6.52578;1.68056
4.83142;-4.9207
-2.18953;-6.30803
4.17462;5.36764
-5.26611;-5.07585
3.98243;-5.47797
5.23015;4.43866
3.18627;-5.94434
-0.16241;6.71132
5.29044;-4.66987
6.45476;-1.58609
-6.62958;1.44314
-6.48027;-1.5916
-6.27729;1.61856
7.23723;0.7311
-0.55704;6.55465
-6.75996;2.16273
3.67015;-5.39236
-6.47524;-0.972
-2.54918;6.17864
-1.24874;6.66716
1.30054;-6.78414
-5.24195;4.28117
6.84171;1.13689
3.90622;5.8915
-5.88779;-4.56434
-1.74468;7.01504
-0.37949;-6.52311
-6.46449;1.25373
-5.84991;2.92665
1.84482;7.08055
-6.46458;-3.37121
6.47391;0.74734
3.92453;-5.81309
0.97439;6.6614
0.78616;-7.32215
-6.00276;3.4019
4.67542;-5.03775
6.51192;-2.15126
6.42819;2.49465
3.64655;-5.87484
-6.67838;1.22191
0.49401;-6.97071
6.03914;-3.19811
3.98996;-5.73619
6.48618;-1.10351
-1.38771;-6.90287
1.75947;6.4355
6.83056;-1.91556
-6.04224;3.56422
4.58984;-4.6026
-2.15276;6.3145
-3.28434;-6.75692
2.77716;-6.44187
-4.7942;-5.54318
-4.02649;5.52454
7.0716;0.11199
6.86675;1.17577
-4.57737;-5.70771
-1.99693;-6.4745
1.23272;6.73614
-6.00114;-2.90274
5.30775;4.22628
5.0313;-4.72322
7.05039;1.85114
1.5843;-6.39215
-6.52151;1.40634
5.08886;-4.53795
7.04394;1.58974
-3.70395;-6.45901
-6.02384;2.8793
2.81075;6.38161
7.24349;0.68099
6.91518;1.73346
-5.86386;-3.40645
6.33988;-2.43707
-3.0353;6.07669
-0.78451;-7.01912
-3.67005;-6.22297
-5.1309;-5.41289
-5.9964;3.09506
6.90965;-1.52586
6.11523;-2.63376
-3.76556;-5.91789
-5.81455;-4.06627
-2.46597;-6.75116
5.22708;-4.22845
-5.82205;-4.3057
5.25985;5.11877
6.29368;-2.14136
-2.78037;6.02153
0.0683;7.16091
3.68074;-5.55989
-7.19486;0.29318
-2.47361;-6.25671
6.54539;3.144
-3.28009;-6.02062
3.66407;-5.88114
3.95063;6.00805
-1.70528;-6.80818
-6.90151;1.91809
-7.17988;-0.38237
-2.83807;6.51535
6.32429;3.61275
2.58863;6.49169
-6.38397;-2.68148
5.74497;4.2082
-0.64484;6.70356
3.99845;-5.67035
-5.83404;3.73907
-6.43349;-2.21953
3.32696;-6.06964
5.1646;-4.53166
4.98535;-4.7123
-2.43291;-6.5281
4.01191;5.65641
0.49859;-6.63382
6.73053;-0.77463
-5.97771;2.96253
-2.07387;-6.87714
6.79633;1.49881
-6.20169;-3.86399
4.94636;-4.84577
7.14613;1.00483
3.1481;6.33204
2.17594;6.76554
-5.9639;-3.91817
6.41286;-3.02428
-3.5964;-6.24727
-5.78586;-4.27956
4.31277;5.97254
5.7551;4.49165
-6.50702;2.13684
-5.82694;3.44973
-0.49829;6.75347
3.20945;6.39298
0.07118;7.17447
-6.72715;-2.57412
0.60441;-6.70183
-4.15033;-6.11623
-3.82791;5.91519
-6.16332;3.19193
4.64292;-5.12806
2.79908;-5.95369
-4.64333;5.24742
-5.18446;-4.45502
1.33498;-6.48694
4.8758;5.07598
5.17329;-4.63109
-5.57897;-4.00048
5.37074;5.01708
4.15032;5.80355
-0.94029;-6.9213
4.10446;5.51645
6.99777;-0.20035
-0.98643;-7.19596
-3.45641;6.10959
-3.01246;-6.70795
2.87497;-6.33337
3.19578;-6.01562
-6.30642;2.7738
-6.96014;0.73341
6.69166;-1.83081
6.58137;2.56555
4.85057;5.22795
3.83813;-5.62153
0.11952;6.8617
4.6806;-4.75441
3.71364;-5.85747
-6.8801;1.73786
-6.44726;-3.03677
2.03676;-6.64783
4.88276;5.30245
2.78647;6.75443
6.83619;1.59438
-6.80192;1.49481
2.33329;6.93219
-4.83034;5.02523
-6.45183;2.68801
1.01716;-6.73443
-6.17662;2.98025
-0.86384;-6.73593
-7.06747;-1.08104
4.77357;5.57403
-2.75805;-6.29911
-1.29967;7.0245
-1.05403;6.85553
4.87474;5.34202
-6.7857;1.59905
-6.26689;2.75896
-0.49514;-7.07819
-6.74963;0.52227
5.54355;4.31873
-0.72504;6.96284
1.47817;-6.71671
-6.45731;2.37823
-6.70906;-2.68247
-0.846;-6.93817
4.51757;-4.95605
4.46143;5.32053
-3.88593;-6.05493
-2.25228;6.53317
1.39705;-6.88472
0.00193;7.20725
0.07498;-7.0607
-6.87683;0.32493
2.49274;6.77345
-5.91184;3.20485
